Country Name,Country Code,Indicator Name,Indicator Code,Year,Country_Code,Region,IncomeGroup,ELECLOSS
Italy,ITA,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2002.0,ITA,Europe & Central Asia,High income,7.1278267010651
Jamaica,JAM,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2002.0,JAM,Latin America & Caribbean,Upper middle income,8.91260455725411
Jordan,JOR,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2002.0,JOR,Middle East & North Africa,Upper middle income,12.3093949827841
Japan,JPN,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2002.0,JPN,East Asia & Pacific,High income,4.54357695862073
Kazakhstan,KAZ,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2002.0,KAZ,Europe & Central Asia,Upper middle income,10.0425079702444
Kenya,KEN,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2002.0,KEN,Sub-Saharan Africa,Lower middle income,22.6500322650032
Kyrgyz Republic,KGZ,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2002.0,KGZ,Europe & Central Asia,Lower middle income,37.1414192249622
Cambodia,KHM,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2002.0,KHM,East Asia & Pacific,Lower middle income,13.5989010989011
Kiribati,KIR,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2002.0,KIR,East Asia & Pacific,Lower middle income,
St. Kitts and Nevis,KNA,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2002.0,KNA,Latin America & Caribbean,High income,
"Korea, Rep.",KOR,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2002.0,KOR,East Asia & Pacific,High income,4.21583728517544
Kuwait,KWT,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2002.0,KWT,Middle East & North Africa,High income,11.000495022276
Lao PDR,LAO,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2002.0,LAO,East Asia & Pacific,Lower middle income,
Lebanon,LBN,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2002.0,LBN,Middle East & North Africa,Lower middle income,13.14477303989
Liberia,LBR,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2002.0,LBR,Sub-Saharan Africa,Low income,
Libya,LBY,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2002.0,LBY,Middle East & North Africa,Upper middle income,12.5377902002168
St. Lucia,LCA,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2002.0,LCA,Latin America & Caribbean,Upper middle income,
Liechtenstein,LIE,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2002.0,LIE,Europe & Central Asia,High income,
Sri Lanka,LKA,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2002.0,LKA,South Asia,Lower middle income,18.4704388316636
Lesotho,LSO,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2002.0,LSO,Sub-Saharan Africa,Lower middle income,
Lithuania,LTU,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2002.0,LTU,Europe & Central Asia,High income,8.24563432404302
Luxembourg,LUX,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2002.0,LUX,Europe & Central Asia,High income,1.46011396011396
Latvia,LVA,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2002.0,LVA,Europe & Central Asia,High income,24.9811320754717
"Macao SAR, China",MAC,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2002.0,MAC,East Asia & Pacific,High income,
St. Martin (French part),MAF,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2002.0,MAF,Latin America & Caribbean,High income,
Morocco,MAR,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2002.0,MAR,Middle East & North Africa,Lower middle income,5.37577945520184
Monaco,MCO,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2002.0,MCO,Europe & Central Asia,High income,
Moldova,MDA,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2002.0,MDA,Europe & Central Asia,Upper middle income,27.8094251683066
Madagascar,MDG,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2002.0,MDG,Sub-Saharan Africa,Low income,
Maldives,MDV,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2002.0,MDV,South Asia,Upper middle income,
Mexico,MEX,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2002.0,MEX,Latin America & Caribbean,Upper middle income,14.1691221284844
Marshall Islands,MHL,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2002.0,MHL,East Asia & Pacific,Upper middle income,
North Macedonia,MKD,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2002.0,MKD,Europe & Central Asia,Upper middle income,20.292234444262
Mali,MLI,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2002.0,MLI,Sub-Saharan Africa,Low income,
Malta,MLT,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2002.0,MLT,Middle East & North Africa,High income,13.1578947368421
Myanmar,MMR,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2002.0,MMR,East Asia & Pacific,Lower middle income,31.2549329123915
Montenegro,MNE,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2002.0,MNE,Europe & Central Asia,Upper middle income,
Mongolia,MNG,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2002.0,MNG,East Asia & Pacific,Lower middle income,18.7339331619537
Northern Mariana Islands,MNP,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2002.0,MNP,East Asia & Pacific,High income,
Mozambique,MOZ,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2002.0,MOZ,Sub-Saharan Africa,Low income,10.6120201384519
Mauritania,MRT,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2002.0,MRT,Sub-Saharan Africa,Lower middle income,
Mauritius,MUS,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2002.0,MUS,Sub-Saharan Africa,Upper middle income,8.97435897435897
Malawi,MWI,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2002.0,MWI,Sub-Saharan Africa,Low income,
Malaysia,MYS,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2002.0,MYS,East Asia & Pacific,Upper middle income,8.00010774555886
Namibia,NAM,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2002.0,NAM,Sub-Saharan Africa,Upper middle income,16.0951714485654
New Caledonia,NCL,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2002.0,NCL,East Asia & Pacific,High income,
Niger,NER,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2002.0,NER,Sub-Saharan Africa,Low income,16.2303664921466
Nigeria,NGA,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2002.0,NGA,Sub-Saharan Africa,Lower middle income,37.5307495938733
Nicaragua,NIC,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2002.0,NIC,Latin America & Caribbean,Lower middle income,30.1526717557252
Netherlands,NLD,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2002.0,NLD,Europe & Central Asia,High income,5.31980287765287
Norway,NOR,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2002.0,NOR,Europe & Central Asia,High income,7.1122542997543
Nepal,NPL,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2002.0,NPL,South Asia,Lower middle income,19.642016015073
Nauru,NRU,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2002.0,NRU,East Asia & Pacific,High income,
New Zealand,NZL,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2002.0,NZL,East Asia & Pacific,High income,7.41588520514903
Oman,OMN,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2002.0,OMN,Middle East & North Africa,High income,20.4046074920143
Pakistan,PAK,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2002.0,PAK,South Asia,Lower middle income,26.4754834619043
Panama,PAN,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2002.0,PAN,Latin America & Caribbean,High income,20.9522010202154
Peru,PER,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2002.0,PER,Latin America & Caribbean,Upper middle income,10.3534549424555
Philippines,PHL,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2002.0,PHL,East Asia & Pacific,Lower middle income,12.3176594383808
Palau,PLW,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2002.0,PLW,East Asia & Pacific,Upper middle income,
Papua New Guinea,PNG,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2002.0,PNG,East Asia & Pacific,Lower middle income,
Poland,POL,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2002.0,POL,Europe & Central Asia,High income,10.1053340725198
Puerto Rico,PRI,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2002.0,PRI,Latin America & Caribbean,High income,
"Korea, Dem. People's Rep.",PRK,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2002.0,PRK,East Asia & Pacific,Low income,15.8070388349515
Portugal,PRT,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2002.0,PRT,Europe & Central Asia,High income,7.67141292442497
Paraguay,PRY,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2002.0,PRY,Latin America & Caribbean,Upper middle income,3.23778312453331
West Bank and Gaza,PSE,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2002.0,PSE,Middle East & North Africa,Lower middle income,
French Polynesia,PYF,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2002.0,PYF,East Asia & Pacific,High income,
Qatar,QAT,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2002.0,QAT,Middle East & North Africa,High income,6.9835466179159
Romania,ROU,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2002.0,ROU,Europe & Central Asia,High income,12.2152187814013
Russian Federation,RUS,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2002.0,RUS,Europe & Central Asia,Upper middle income,12.0965420459861
Rwanda,RWA,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2002.0,RWA,Sub-Saharan Africa,Low income,
Saudi Arabia,SAU,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2002.0,SAU,Middle East & North Africa,High income,6.93401817463453
Sudan,SDN,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2002.0,SDN,Sub-Saharan Africa,Low income,27.4814096346589
Senegal,SEN,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2002.0,SEN,Sub-Saharan Africa,Lower middle income,25.880626223092
Singapore,SGP,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2002.0,SGP,East Asia & Pacific,High income,6.56012000923148
Solomon Islands,SLB,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2002.0,SLB,East Asia & Pacific,Lower middle income,
Sierra Leone,SLE,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2002.0,SLE,Sub-Saharan Africa,Low income,
El Salvador,SLV,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2002.0,SLV,Latin America & Caribbean,Lower middle income,13.3767172812726
San Marino,SMR,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2002.0,SMR,Europe & Central Asia,High income,
Somalia,SOM,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2002.0,SOM,Sub-Saharan Africa,Low income,
Serbia,SRB,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2002.0,SRB,Europe & Central Asia,Upper middle income,16.9794637763833
South Sudan,SSD,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2002.0,SSD,Sub-Saharan Africa,Low income,
Sao Tome and Principe,STP,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2002.0,STP,Sub-Saharan Africa,Lower middle income,
Suriname,SUR,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2002.0,SUR,Latin America & Caribbean,Upper middle income,8.97626112759644
Slovak Republic,SVK,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2002.0,SVK,Europe & Central Asia,High income,3.43971190860549
Slovenia,SVN,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2002.0,SVN,Europe & Central Asia,High income,5.04863679956158
Sweden,SWE,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2002.0,SWE,Europe & Central Asia,High income,8.10156782549421
Eswatini,SWZ,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2002.0,SWZ,Sub-Saharan Africa,Lower middle income,
Sint Maarten (Dutch part),SXM,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2002.0,SXM,Latin America & Caribbean,High income,
Seychelles,SYC,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2002.0,SYC,Sub-Saharan Africa,High income,
Syrian Arab Republic,SYR,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2002.0,SYR,Middle East & North Africa,Low income,24.7670724306572
Turks and Caicos Islands,TCA,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2002.0,TCA,Latin America & Caribbean,High income,
Chad,TCD,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2002.0,TCD,Sub-Saharan Africa,Low income,
Togo,TGO,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2002.0,TGO,Sub-Saharan Africa,Low income,51.3157894736842
Thailand,THA,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2002.0,THA,East Asia & Pacific,Upper middle income,7.26151926834414
Tajikistan,TJK,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2002.0,TJK,Europe & Central Asia,Lower middle income,15.2333028362306
Turkmenistan,TKM,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2002.0,TKM,Europe & Central Asia,Upper middle income,14.0280373831776
Timor-Leste,TLS,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2002.0,TLS,East Asia & Pacific,Lower middle income,
Tonga,TON,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2002.0,TON,East Asia & Pacific,Upper middle income,
Trinidad and Tobago,TTO,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2002.0,TTO,Latin America & Caribbean,High income,7.58327427356485
Tunisia,TUN,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2002.0,TUN,Middle East & North Africa,Lower middle income,10.6241026940292
Turkiye,TUR,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2002.0,TUR,Europe & Central Asia,Upper middle income,18.4945904173107
Tuvalu,TUV,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2002.0,TUV,East Asia & Pacific,Upper middle income,
Tanzania,TZA,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2002.0,TZA,Sub-Saharan Africa,Lower middle income,16.4189667374381
Uganda,UGA,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2002.0,UGA,Sub-Saharan Africa,Low income,
Ukraine,UKR,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2002.0,UKR,Europe & Central Asia,Lower middle income,19.2957389440693
Uruguay,URY,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2002.0,URY,Latin America & Caribbean,High income,16.730869338886
United States,USA,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2002.0,USA,North America,High income,6.19946011311845
Uzbekistan,UZB,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2002.0,UZB,Europe & Central Asia,Lower middle income,8.81971202595822
St. Vincent and the Grenadines,VCT,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2002.0,VCT,Latin America & Caribbean,Upper middle income,
British Virgin Islands,VGB,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2002.0,VGB,Latin America & Caribbean,High income,
Virgin Islands (U.S.),VIR,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2002.0,VIR,Latin America & Caribbean,High income,
Vietnam,VNM,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2002.0,VNM,East Asia & Pacific,Lower middle income,14.0015644206057
Vanuatu,VUT,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2002.0,VUT,East Asia & Pacific,Lower middle income,
Samoa,WSM,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2002.0,WSM,East Asia & Pacific,Lower middle income,
Kosovo,XKX,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2002.0,XKX,Europe & Central Asia,Upper middle income,23.0148048452221
"Yemen, Rep.",YEM,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2002.0,YEM,Middle East & North Africa,Low income,24.5918904686677
South Africa,ZAF,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2002.0,ZAF,Sub-Saharan Africa,Upper middle income,6.32309071942314
Zambia,ZMB,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2002.0,ZMB,Sub-Saharan Africa,Low income,3.77775052128051
Zimbabwe,ZWE,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2002.0,ZWE,Sub-Saharan Africa,Lower middle income,24.4206358448818
Aruba,ABW,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2003.0,ABW,Latin America & Caribbean,High income,
Afghanistan,AFG,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2003.0,AFG,South Asia,Low income,
Angola,AGO,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2003.0,AGO,Sub-Saharan Africa,Lower middle income,12.9323308270677
Albania,ALB,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2003.0,ALB,Europe & Central Asia,Upper middle income,28.8862179487179
Andorra,AND,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2003.0,AND,Europe & Central Asia,High income,
United Arab Emirates,ARE,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2003.0,ARE,Middle East & North Africa,High income,7.17492416582406
Argentina,ARG,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2003.0,ARG,Latin America & Caribbean,Upper middle income,15.265674236662
Armenia,ARM,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2003.0,ARM,Europe & Central Asia,Upper middle income,22.5413561170696
American Samoa,ASM,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2003.0,ASM,East Asia & Pacific,Upper middle income,
Antigua and Barbuda,ATG,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2003.0,ATG,Latin America & Caribbean,High income,
Australia,AUS,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2003.0,AUS,East Asia & Pacific,High income,6.58020001269346
Austria,AUT,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2003.0,AUT,Europe & Central Asia,High income,5.66810678692531
Azerbaijan,AZE,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2003.0,AZE,Europe & Central Asia,Upper middle income,20.877572113126
Burundi,BDI,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2003.0,BDI,Sub-Saharan Africa,Low income,
Belgium,BEL,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2003.0,BEL,Europe & Central Asia,High income,4.49611660942306
Benin,BEN,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2003.0,BEN,Sub-Saharan Africa,Lower middle income,
Burkina Faso,BFA,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2003.0,BFA,Sub-Saharan Africa,Low income,
Bangladesh,BGD,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2003.0,BGD,South Asia,Lower middle income,11.520900974026
Bulgaria,BGR,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2003.0,BGR,Europe & Central Asia,Upper middle income,14.2364392364392
Bahrain,BHR,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2003.0,BHR,Middle East & North Africa,High income,1.9296904852885
"Bahamas, The",BHS,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2003.0,BHS,Latin America & Caribbean,High income,
Bosnia and Herzegovina,BIH,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2003.0,BIH,Europe & Central Asia,Upper middle income,17.1311911947453
Belarus,BLR,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2003.0,BLR,Europe & Central Asia,Upper middle income,12.9567732001352
Belize,BLZ,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2003.0,BLZ,Latin America & Caribbean,Upper middle income,
Bermuda,BMU,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2003.0,BMU,North America,High income,
Bolivia,BOL,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2003.0,BOL,Latin America & Caribbean,Lower middle income,10.3185595567867
Brazil,BRA,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2003.0,BRA,Latin America & Caribbean,Upper middle income,16.2680909812016
Barbados,BRB,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2003.0,BRB,Latin America & Caribbean,High income,
Brunei Darussalam,BRN,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2003.0,BRN,East Asia & Pacific,High income,5.32748354747728
Bhutan,BTN,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2003.0,BTN,South Asia,Lower middle income,
Botswana,BWA,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2003.0,BWA,Sub-Saharan Africa,Upper middle income,27.3512476007678
Central African Republic,CAF,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2003.0,CAF,Sub-Saharan Africa,Low income,
Canada,CAN,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2003.0,CAN,North America,High income,6.4991128706691
Switzerland,CHE,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2003.0,CHE,Europe & Central Asia,High income,6.40672782874618
Channel Islands,CHI,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2003.0,CHI,Europe & Central Asia,High income,
Chile,CHL,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2003.0,CHL,Latin America & Caribbean,High income,6.08597236755002
China,CHN,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2003.0,CHN,East Asia & Pacific,Upper middle income,6.59781081300324
Cote d'Ivoire,CIV,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2003.0,CIV,Sub-Saharan Africa,Lower middle income,13.5836445842343
Cameroon,CMR,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2003.0,CMR,Sub-Saharan Africa,Lower middle income,23.7785016286645
"Congo, Dem. Rep.",COD,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2003.0,COD,Sub-Saharan Africa,Low income,2.92825768667643
"Congo, Rep.",COG,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2003.0,COG,Sub-Saharan Africa,Lower middle income,
Colombia,COL,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2003.0,COL,Latin America & Caribbean,Upper middle income,19.4903418491223
Comoros,COM,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2003.0,COM,Sub-Saharan Africa,Lower middle income,
Cabo Verde,CPV,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2003.0,CPV,Sub-Saharan Africa,Lower middle income,
Costa Rica,CRI,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2003.0,CRI,Latin America & Caribbean,Upper middle income,7.11123037702938
Cuba,CUB,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2003.0,CUB,Latin America & Caribbean,Upper middle income,15.2371916508539
Curacao,CUW,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2003.0,CUW,Latin America & Caribbean,High income,
Cayman Islands,CYM,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2003.0,CYM,Latin America & Caribbean,High income,
Cyprus,CYP,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2003.0,CYP,Europe & Central Asia,High income,3.92398815399803
Czech Republic,CZE,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2003.0,CZE,Europe & Central Asia,High income,6.1425328438949
Germany,DEU,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2003.0,DEU,Europe & Central Asia,High income,4.4678373036582
Djibouti,DJI,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2003.0,DJI,Middle East & North Africa,Lower middle income,
Dominica,DMA,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2003.0,DMA,Latin America & Caribbean,Upper middle income,
Denmark,DNK,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2003.0,DNK,Europe & Central Asia,High income,4.43640930151994
Dominican Republic,DOM,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2003.0,DOM,Latin America & Caribbean,Upper middle income,10.8292208243553
Algeria,DZA,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2003.0,DZA,Middle East & North Africa,Lower middle income,14.2335396165162
Ecuador,ECU,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2003.0,ECU,Latin America & Caribbean,Upper middle income,26.234193660142
"Egypt, Arab Rep.",EGY,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2003.0,EGY,Middle East & North Africa,Lower middle income,11.3045396762027
Eritrea,ERI,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2003.0,ERI,Sub-Saharan Africa,Low income,15.884476534296
Spain,ESP,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2003.0,ESP,Europe & Central Asia,High income,8.75470730200184
Estonia,EST,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2003.0,EST,Europe & Central Asia,High income,11.7334383305443
Ethiopia,ETH,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2003.0,ETH,Sub-Saharan Africa,Low income,10.0174216027875
Finland,FIN,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2003.0,FIN,Europe & Central Asia,High income,4.08770723145886
Fiji,FJI,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2003.0,FJI,East Asia & Pacific,Upper middle income,
France,FRA,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2003.0,FRA,Europe & Central Asia,High income,5.65427850914686
Faroe Islands,FRO,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,2003.0,FRO,Europe & Central Asia,High income,
