Country Name,Country Code,Indicator Name,Indicator Code,Year,Country_Code,Region,IncomeGroup,ELECOIL
Bahrain,BHR,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2002.0,BHR,Middle East & North Africa,High income,0
"Bahamas, The",BHS,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2002.0,BHS,Latin America & Caribbean,High income,
Bosnia and Herzegovina,BIH,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2002.0,BIH,Europe & Central Asia,Upper middle income,1.26101066295781
Belarus,BLR,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2002.0,BLR,Europe & Central Asia,Upper middle income,5.12171152101603
Belize,BLZ,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2002.0,BLZ,Latin America & Caribbean,Upper middle income,
Bermuda,BMU,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2002.0,BMU,North America,High income,
Bolivia,BOL,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2002.0,BOL,Latin America & Caribbean,Lower middle income,1.2189292543021
Brazil,BRA,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2002.0,BRA,Latin America & Caribbean,Upper middle income,3.88780082795491
Barbados,BRB,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2002.0,BRB,Latin America & Caribbean,High income,
Brunei Darussalam,BRN,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2002.0,BRN,East Asia & Pacific,High income,0.925583117363939
Bhutan,BTN,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2002.0,BTN,South Asia,Lower middle income,
Botswana,BWA,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2002.0,BWA,Sub-Saharan Africa,Upper middle income,2.53054101221641
Central African Republic,CAF,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2002.0,CAF,Sub-Saharan Africa,Low income,
Canada,CAN,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2002.0,CAN,North America,High income,2.31120603901137
Switzerland,CHE,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2002.0,CHE,Europe & Central Asia,High income,0.345222638050867
Channel Islands,CHI,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2002.0,CHI,Europe & Central Asia,High income,
Chile,CHL,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2002.0,CHL,Latin America & Caribbean,High income,3.38897666643768
China,CHN,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2002.0,CHN,East Asia & Pacific,Upper middle income,3.065234160579
Cote d'Ivoire,CIV,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2002.0,CIV,Sub-Saharan Africa,Lower middle income,0.245561012466944
Cameroon,CMR,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2002.0,CMR,Sub-Saharan Africa,Lower middle income,3.57575757575758
"Congo, Dem. Rep.",COD,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2002.0,COD,Sub-Saharan Africa,Low income,0.131147540983607
"Congo, Rep.",COG,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2002.0,COG,Sub-Saharan Africa,Lower middle income,0
Colombia,COL,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2002.0,COL,Latin America & Caribbean,Upper middle income,0.208694107721682
Comoros,COM,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2002.0,COM,Sub-Saharan Africa,Lower middle income,
Cabo Verde,CPV,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2002.0,CPV,Sub-Saharan Africa,Lower middle income,
Costa Rica,CRI,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2002.0,CRI,Latin America & Caribbean,Upper middle income,1.62126245847176
Cuba,CUB,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2002.0,CUB,Latin America & Caribbean,Upper middle income,33.8747690935728
Curacao,CUW,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2002.0,CUW,Latin America & Caribbean,High income,
Cayman Islands,CYM,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2002.0,CYM,Latin America & Caribbean,High income,
Cyprus,CYP,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2002.0,CYP,Europe & Central Asia,High income,100
Czech Republic,CZE,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2002.0,CZE,Europe & Central Asia,High income,0.505296401079018
Germany,DEU,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2002.0,DEU,Europe & Central Asia,High income,0.742670382882496
Djibouti,DJI,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2002.0,DJI,Middle East & North Africa,Lower middle income,
Dominica,DMA,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2002.0,DMA,Latin America & Caribbean,Upper middle income,
Denmark,DNK,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2002.0,DNK,Europe & Central Asia,High income,3.68315218774658
Dominican Republic,DOM,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2002.0,DOM,Latin America & Caribbean,Upper middle income,86.9079982830162
Algeria,DZA,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2002.0,DZA,Middle East & North Africa,Lower middle income,2.15928819444444
Ecuador,ECU,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2002.0,ECU,Latin America & Caribbean,Upper middle income,33.5548452220727
"Egypt, Arab Rep.",EGY,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2002.0,EGY,Middle East & North Africa,Lower middle income,18.1320775871735
Eritrea,ERI,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2002.0,ERI,Sub-Saharan Africa,Low income,99.6138996138996
Spain,ESP,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2002.0,ESP,Europe & Central Asia,High income,11.9178715972607
Estonia,EST,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2002.0,EST,Europe & Central Asia,High income,0.316641257183066
Ethiopia,ETH,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2002.0,ETH,Sub-Saharan Africa,Low income,1.02739726027397
Finland,FIN,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2002.0,FIN,Europe & Central Asia,High income,1.19138149556401
Fiji,FJI,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2002.0,FJI,East Asia & Pacific,Upper middle income,
France,FRA,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2002.0,FRA,Europe & Central Asia,High income,1.04167042970937
Faroe Islands,FRO,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2002.0,FRO,Europe & Central Asia,High income,
"Micronesia, Fed. Sts.",FSM,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2002.0,FSM,East Asia & Pacific,Lower middle income,
Gabon,GAB,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2002.0,GAB,Sub-Saharan Africa,Upper middle income,14.9797570850202
United Kingdom,GBR,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2002.0,GBR,Europe & Central Asia,High income,1.24780613372509
Georgia,GEO,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2002.0,GEO,Europe & Central Asia,Upper middle income,0.413393964448119
Ghana,GHA,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2002.0,GHA,Sub-Saharan Africa,Lower middle income,0
Gibraltar,GIB,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2002.0,GIB,Europe & Central Asia,High income,100
Guinea,GIN,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2002.0,GIN,Sub-Saharan Africa,Low income,
"Gambia, The",GMB,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2002.0,GMB,Sub-Saharan Africa,Low income,
Guinea-Bissau,GNB,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2002.0,GNB,Sub-Saharan Africa,Low income,
Equatorial Guinea,GNQ,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2002.0,GNQ,Sub-Saharan Africa,Upper middle income,
Greece,GRC,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2002.0,GRC,Europe & Central Asia,High income,16.0033367318565
Grenada,GRD,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2002.0,GRD,Latin America & Caribbean,Upper middle income,
Greenland,GRL,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2002.0,GRL,Europe & Central Asia,High income,
Guatemala,GTM,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2002.0,GTM,Latin America & Caribbean,Upper middle income,42.4648683572928
Guam,GUM,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2002.0,GUM,East Asia & Pacific,High income,
Guyana,GUY,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2002.0,GUY,Latin America & Caribbean,Upper middle income,
"Hong Kong SAR, China",HKG,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2002.0,HKG,East Asia & Pacific,High income,0.504167395232267
Honduras,HND,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2002.0,HND,Latin America & Caribbean,Lower middle income,60.034096444228
Croatia,HRV,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2002.0,HRV,Europe & Central Asia,High income,17.4576938213302
Haiti,HTI,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2002.0,HTI,Latin America & Caribbean,Lower middle income,52.4680073126143
Hungary,HUN,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2002.0,HUN,Europe & Central Asia,High income,5.9103354813729
Indonesia,IDN,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2002.0,IDN,East Asia & Pacific,Lower middle income,23.3429128510308
Isle of Man,IMN,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2002.0,IMN,Europe & Central Asia,High income,
India,IND,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2002.0,IND,South Asia,Lower middle income,4.57475978784672
Ireland,IRL,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2002.0,IRL,Europe & Central Asia,High income,15.0102644608139
"Iran, Islamic Rep.",IRN,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2002.0,IRN,Middle East & North Africa,Lower middle income,18.5620294088453
Iraq,IRQ,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2002.0,IRQ,Middle East & North Africa,Upper middle income,85.2316687830375
Iceland,ISL,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2002.0,ISL,Europe & Central Asia,High income,0.0712927756653992
Israel,ISR,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2002.0,ISR,Middle East & North Africa,High income,22.4461538461538
Italy,ITA,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2002.0,ITA,Europe & Central Asia,High income,31.6230200481386
Jamaica,JAM,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2002.0,JAM,Latin America & Caribbean,Upper middle income,97.7502163253533
Jordan,JOR,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2002.0,JOR,Middle East & North Africa,Upper middle income,90.8878504672897
Japan,JPN,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2002.0,JPN,East Asia & Pacific,High income,13.2193103852533
Kazakhstan,KAZ,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2002.0,KAZ,Europe & Central Asia,Upper middle income,5.23293682081519
Kenya,KEN,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2002.0,KEN,Sub-Saharan Africa,Lower middle income,21.9832221983222
Kyrgyz Republic,KGZ,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2002.0,KGZ,Europe & Central Asia,Lower middle income,0
Cambodia,KHM,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2002.0,KHM,East Asia & Pacific,Lower middle income,95.8791208791209
Kiribati,KIR,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2002.0,KIR,East Asia & Pacific,Lower middle income,
St. Kitts and Nevis,KNA,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2002.0,KNA,Latin America & Caribbean,High income,
"Korea, Rep.",KOR,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2002.0,KOR,East Asia & Pacific,High income,9.5823580065736
Kuwait,KWT,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2002.0,KWT,Middle East & North Africa,High income,78.0100104504703
Lao PDR,LAO,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2002.0,LAO,East Asia & Pacific,Lower middle income,
Lebanon,LBN,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2002.0,LBN,Middle East & North Africa,Lower middle income,94.1712517193948
Liberia,LBR,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2002.0,LBR,Sub-Saharan Africa,Low income,
Libya,LBY,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2002.0,LBY,Middle East & North Africa,Upper middle income,78.8717129656038
St. Lucia,LCA,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2002.0,LCA,Latin America & Caribbean,Upper middle income,
Liechtenstein,LIE,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2002.0,LIE,Europe & Central Asia,High income,
Sri Lanka,LKA,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2002.0,LKA,South Asia,Lower middle income,61.8174121631156
Lesotho,LSO,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2002.0,LSO,Sub-Saharan Africa,Lower middle income,
Lithuania,LTU,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2002.0,LTU,Europe & Central Asia,High income,2.71192321036198
Luxembourg,LUX,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2002.0,LUX,Europe & Central Asia,High income,0
Latvia,LVA,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2002.0,LVA,Europe & Central Asia,High income,3.49685534591195
"Macao SAR, China",MAC,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2002.0,MAC,East Asia & Pacific,High income,
St. Martin (French part),MAF,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2002.0,MAF,Latin America & Caribbean,High income,
Morocco,MAR,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2002.0,MAR,Middle East & North Africa,Lower middle income,17.5516901870692
Monaco,MCO,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2002.0,MCO,Europe & Central Asia,High income,
Moldova,MDA,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2002.0,MDA,Europe & Central Asia,Upper middle income,0.37976868634559
Madagascar,MDG,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2002.0,MDG,Sub-Saharan Africa,Low income,
Maldives,MDV,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2002.0,MDV,South Asia,Upper middle income,
Mexico,MEX,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2002.0,MEX,Latin America & Caribbean,Upper middle income,34.3848667176853
Marshall Islands,MHL,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2002.0,MHL,East Asia & Pacific,Upper middle income,
North Macedonia,MKD,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2002.0,MKD,Europe & Central Asia,Upper middle income,3.5133803973075
Mali,MLI,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2002.0,MLI,Sub-Saharan Africa,Low income,
Malta,MLT,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2002.0,MLT,Middle East & North Africa,High income,100
Myanmar,MMR,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2002.0,MMR,East Asia & Pacific,Lower middle income,0.572217837411208
Montenegro,MNE,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2002.0,MNE,Europe & Central Asia,Upper middle income,
Mongolia,MNG,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2002.0,MNG,East Asia & Pacific,Lower middle income,2.82776349614396
Northern Mariana Islands,MNP,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2002.0,MNP,East Asia & Pacific,High income,
Mozambique,MOZ,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2002.0,MOZ,Sub-Saharan Africa,Low income,0.26746381371932
Mauritania,MRT,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2002.0,MRT,Sub-Saharan Africa,Lower middle income,
Mauritius,MUS,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2002.0,MUS,Sub-Saharan Africa,Upper middle income,46.4615384615385
Malawi,MWI,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2002.0,MWI,Sub-Saharan Africa,Low income,
Malaysia,MYS,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2002.0,MYS,East Asia & Pacific,Upper middle income,10.2627644816765
Namibia,NAM,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2002.0,NAM,Sub-Saharan Africa,Upper middle income,0.0699790062981106
New Caledonia,NCL,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2002.0,NCL,East Asia & Pacific,High income,
Niger,NER,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2002.0,NER,Sub-Saharan Africa,Low income,25.130890052356
Nigeria,NGA,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2002.0,NGA,Sub-Saharan Africa,Lower middle income,0
Nicaragua,NIC,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2002.0,NIC,Latin America & Caribbean,Lower middle income,75.4198473282443
Netherlands,NLD,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2002.0,NLD,Europe & Central Asia,High income,2.46194559339869
Norway,NOR,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2002.0,NOR,Europe & Central Asia,High income,0.0168918918918919
Nepal,NPL,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2002.0,NPL,South Asia,Lower middle income,0.188412623645784
Nauru,NRU,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2002.0,NRU,East Asia & Pacific,High income,
New Zealand,NZL,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2002.0,NZL,East Asia & Pacific,High income,0
Oman,OMN,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2002.0,OMN,Middle East & North Africa,High income,18.0040654341303
Pakistan,PAK,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2002.0,PAK,South Asia,Lower middle income,32.1990911972947
Panama,PAN,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2002.0,PAN,Latin America & Caribbean,High income,35.4052522199131
Peru,PER,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2002.0,PER,Latin America & Caribbean,Upper middle income,8.53841604876495
Philippines,PHL,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2002.0,PHL,East Asia & Pacific,Lower middle income,12.9840922689665
Palau,PLW,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2002.0,PLW,East Asia & Pacific,Upper middle income,
Papua New Guinea,PNG,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2002.0,PNG,East Asia & Pacific,Lower middle income,
Poland,POL,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2002.0,POL,Europe & Central Asia,High income,1.66738012196577
Puerto Rico,PRI,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2002.0,PRI,Latin America & Caribbean,High income,
"Korea, Dem. People's Rep.",PRK,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2002.0,PRK,East Asia & Pacific,Low income,5.12742718446602
Portugal,PRT,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2002.0,PRT,Europe & Central Asia,High income,24.9879518072289
Paraguay,PRY,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2002.0,PRY,Latin America & Caribbean,Upper middle income,0
West Bank and Gaza,PSE,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2002.0,PSE,Middle East & North Africa,Lower middle income,
French Polynesia,PYF,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2002.0,PYF,East Asia & Pacific,High income,
Qatar,QAT,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2002.0,QAT,Middle East & North Africa,High income,0
Romania,ROU,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2002.0,ROU,Europe & Central Asia,High income,6.53695076276605
Russian Federation,RUS,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2002.0,RUS,Europe & Central Asia,Upper middle income,3.08148321399014
Rwanda,RWA,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2002.0,RWA,Sub-Saharan Africa,Low income,
Saudi Arabia,SAU,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2002.0,SAU,Middle East & North Africa,High income,27.8461364790879
Sudan,SDN,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2002.0,SDN,Sub-Saharan Africa,Low income,58.3899127061106
Senegal,SEN,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2002.0,SEN,Sub-Saharan Africa,Lower middle income,79.0606653620352
Singapore,SGP,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2002.0,SGP,East Asia & Pacific,High income,53.7704823447958
Solomon Islands,SLB,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2002.0,SLB,East Asia & Pacific,Lower middle income,
Sierra Leone,SLE,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2002.0,SLE,Sub-Saharan Africa,Low income,
El Salvador,SLV,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2002.0,SLV,Latin America & Caribbean,Lower middle income,48.6141238852736
San Marino,SMR,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2002.0,SMR,Europe & Central Asia,High income,
Somalia,SOM,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2002.0,SOM,Sub-Saharan Africa,Low income,
Serbia,SRB,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2002.0,SRB,Europe & Central Asia,Upper middle income,0.707358813462636
South Sudan,SSD,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2002.0,SSD,Sub-Saharan Africa,Low income,
Sao Tome and Principe,STP,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2002.0,STP,Sub-Saharan Africa,Lower middle income,
Suriname,SUR,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2002.0,SUR,Latin America & Caribbean,Upper middle income,20.6231454005935
Slovak Republic,SVK,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2002.0,SVK,Europe & Central Asia,High income,2.1855209238793
Slovenia,SVN,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2002.0,SVN,Europe & Central Asia,High income,0.452116728318948
Sweden,SWE,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2002.0,SWE,Europe & Central Asia,High income,2.01431492842536
Eswatini,SWZ,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2002.0,SWZ,Sub-Saharan Africa,Lower middle income,
Sint Maarten (Dutch part),SXM,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2002.0,SXM,Latin America & Caribbean,High income,
Seychelles,SYC,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2002.0,SYC,Sub-Saharan Africa,High income,
Syrian Arab Republic,SYR,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2002.0,SYR,Middle East & North Africa,Low income,45.7608967265198
Turks and Caicos Islands,TCA,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2002.0,TCA,Latin America & Caribbean,High income,
Chad,TCD,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2002.0,TCD,Sub-Saharan Africa,Low income,
Togo,TGO,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2002.0,TGO,Sub-Saharan Africa,Low income,42.7631578947368
Thailand,THA,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2002.0,THA,East Asia & Pacific,Upper middle income,2.5914340491501
Tajikistan,TJK,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2002.0,TJK,Europe & Central Asia,Lower middle income,0
Turkmenistan,TKM,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2002.0,TKM,Europe & Central Asia,Upper middle income,0
Timor-Leste,TLS,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2002.0,TLS,East Asia & Pacific,Lower middle income,
Tonga,TON,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2002.0,TON,East Asia & Pacific,Upper middle income,
Trinidad and Tobago,TTO,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2002.0,TTO,Latin America & Caribbean,High income,0.0531537916371368
Tunisia,TUN,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2002.0,TUN,Middle East & North Africa,Lower middle income,10.1004982687273
Turkiye,TUR,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2002.0,TUR,Europe & Central Asia,Upper middle income,8.30293663060278
Tuvalu,TUV,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2002.0,TUV,East Asia & Pacific,Upper middle income,
Tanzania,TZA,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2002.0,TZA,Sub-Saharan Africa,Lower middle income,0.0353857041755131
Uganda,UGA,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2002.0,UGA,Sub-Saharan Africa,Low income,
Ukraine,UKR,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2002.0,UKR,Europe & Central Asia,Lower middle income,0.466665130320559
Uruguay,URY,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2002.0,URY,Latin America & Caribbean,High income,0.32274856845393
United States,USA,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2002.0,USA,North America,High income,2.63605271111979
Uzbekistan,UZB,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2002.0,UZB,Europe & Central Asia,Lower middle income,9.41999594402758
St. Vincent and the Grenadines,VCT,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2002.0,VCT,Latin America & Caribbean,Upper middle income,
British Virgin Islands,VGB,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2002.0,VGB,Latin America & Caribbean,High income,
Virgin Islands (U.S.),VIR,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2002.0,VIR,Latin America & Caribbean,High income,
Vietnam,VNM,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2002.0,VNM,East Asia & Pacific,Lower middle income,12.2527656721421
Vanuatu,VUT,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2002.0,VUT,East Asia & Pacific,Lower middle income,
Samoa,WSM,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2002.0,WSM,East Asia & Pacific,Lower middle income,
Kosovo,XKX,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2002.0,XKX,Europe & Central Asia,Upper middle income,0.646029609690444
"Yemen, Rep.",YEM,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2002.0,YEM,Middle East & North Africa,Low income,100
South Africa,ZAF,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2002.0,ZAF,Sub-Saharan Africa,Upper middle income,0.00366025511978185
Zambia,ZMB,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2002.0,ZMB,Sub-Saharan Africa,Low income,0.429289831963694
Zimbabwe,ZWE,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2002.0,ZWE,Sub-Saharan Africa,Lower middle income,0.174682659834634
Aruba,ABW,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2003.0,ABW,Latin America & Caribbean,High income,
Afghanistan,AFG,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2003.0,AFG,South Asia,Low income,
